Equipment_Type,Temperature,Pressure,Vibration,Operating_Hours,Failure_Class
Valve,58.27,15.85,0.0,85105,Healthy
Reactor,488.28,79.53,0.0,267527,Failure
Distillation Column,147.11,5.93,0.0,23616,Healthy
Pump,57.71,6.99,2.53,24277,Healthy
Pipeline,155.81,22.02,0.0,169541,Warning
Reactor,219.72,31.82,0.0,70732,Healthy
Heat Exchanger,107.53,24.22,0.0,103917,Warning
Heat Exchanger,111.46,14.95,0.0,66023,Healthy
Reactor,271.67,65.88,0.0,159274,Warning
Compressor,131.57,37.18,1.29,8516,Healthy
Generator,61.13,0.0,0.8,78603,Healthy
Cooling System,50.41,5.1,1.37,102783,Warning
Furnace,888.26,8.55,0.0,223719,Critical
Heat Exchanger,94.29,8.6,0.0,13108,Healthy
Heat Exchanger,80.07,4.65,0.0,21688,Healthy
Turbine,153.25,48.12,1.41,67506,Healthy
Furnace,512.57,1.1,0.0,51947,Healthy
Turbine,472.52,106.76,4.1,213423,Failure
Pump,114.32,23.36,0.5,125451,Critical
Turbine,319.2,63.13,3.17,128190,Warning
Distillation Column,309.68,2.41,0.0,106057,Warning
Pump,50.21,12.98,2.73,55909,Healthy
Motor,35.47,0.0,1.55,15331,Healthy
Furnace,408.44,3.88,0.0,82671,Healthy
Heat Exchanger,181.0,6.0,0.0,57629,Healthy
Cooling System,65.27,10.9,2.02,164986,Failure
Pump,43.06,9.8,1.95,23378,Healthy
Valve,30.39,4.35,0.0,42069,Healthy
Pump,105.58,13.99,4.04,154816,Critical
Turbine,271.69,26.06,2.36,47863,Healthy
Heat Exchanger,185.46,6.53,0.0,12595,Healthy
Heat Exchanger,147.96,14.39,0.0,60511,Healthy
Heat Exchanger,123.21,5.51,0.0,24056,Healthy
Instrumentation,116.38,39.73,0.0,87227,Critical
Boiler,189.95,64.65,0.0,51651,Healthy
Pipeline,37.68,34.11,0.0,47276,Healthy
Motor,44.15,0.0,0.79,10672,Healthy
Compressor,55.66,30.82,1.66,27361,Healthy
Heat Exchanger,96.02,18.92,0.0,47787,Healthy
Furnace,365.8,5.65,0.0,79940,Healthy
Furnace,785.39,2.16,0.0,135703,Warning
Furnace,489.41,7.73,0.0,124477,Warning
Instrumentation,82.2,19.42,0.0,22623,Healthy
Furnace,319.85,3.28,0.0,87995,Healthy
Turbine,439.19,93.29,0.92,196351,Critical
Cooling System,23.65,5.74,1.15,13020,Healthy
Valve,101.69,30.39,0.0,24119,Healthy
Instrumentation,75.37,15.02,0.0,41625,Healthy
Storage Tank,29.62,3.7,0.0,170859,Warning
Distillation Column,208.44,5.92,0.0,46937,Healthy
Distillation Column,155.52,1.98,0.0,65755,Healthy
Pipeline,110.04,41.31,0.0,31026,Healthy
Heat Exchanger,86.74,17.32,0.0,34896,Healthy
Pump,78.45,10.24,1.27,61627,Healthy
Storage Tank,31.04,2.27,0.0,33480,Healthy
Boiler,202.13,92.4,0.0,139147,Warning
Cooling System,18.16,5.65,1.78,70832,Warning
Turbine,439.65,68.99,3.96,162876,Critical
Distillation Column,256.36,5.14,0.0,43005,Healthy
Compressor,78.02,15.71,3.89,69001,Warning
Pipeline,133.6,53.58,0.0,172574,Warning
Distillation Column,169.12,5.75,0.0,38871,Healthy
Turbine,324.16,57.73,0.7,29458,Healthy
Motor,92.86,0.0,2.73,100562,Critical
Generator,80.89,0.0,0.85,24595,Healthy
Valve,47.05,31.57,0.0,42786,Healthy
Valve,236.51,48.66,0.0,189017,Critical
Generator,54.51,0.0,1.64,17748,Healthy
Instrumentation,49.26,32.25,0.0,58516,Warning
Pipeline,157.85,17.18,0.0,147186,Warning
Reactor,182.08,22.64,0.0,87845,Healthy
Turbine,169.01,86.29,0.99,94721,Warning
Pump,114.58,9.68,3.53,140606,Critical
Compressor,180.5,63.09,5.35,158086,Failure
Distillation Column,364.02,8.38,0.0,284188,Failure
Heat Exchanger,95.97,9.33,0.0,68174,Healthy
Compressor,150.23,27.84,3.03,93954,Warning
Distillation Column,376.74,8.42,0.0,258032,Failure
Turbine,162.3,73.64,2.25,30809,Healthy
Cooling System,16.93,5.3,1.2,39785,Healthy
Turbine,271.79,36.99,2.88,43573,Healthy
Motor,36.19,0.0,1.92,34449,Healthy
Turbine,319.71,54.75,2.96,33312,Healthy
Reactor,233.07,53.55,0.0,32348,Healthy
Reactor,418.04,23.53,0.0,161564,Warning
Pump,61.8,8.42,2.23,31119,Healthy
Boiler,219.66,43.11,0.0,91643,Healthy
Compressor,62.11,57.43,4.62,104442,Critical
Heat Exchanger,210.05,15.55,0.0,129339,Warning
Turbine,282.9,26.0,3.24,98339,Warning
Storage Tank,87.82,4.95,0.0,233427,Critical
Reactor,439.34,77.97,0.0,184720,Critical
Valve,99.06,6.81,0.0,87063,Healthy
Instrumentation,74.17,14.18,0.0,8087,Healthy
Distillation Column,181.05,5.9,0.0,26306,Healthy
Instrumentation,5.49,3.36,0.0,25020,Healthy
Pump,59.75,19.51,1.56,87090,Warning
Pipeline,106.06,28.98,0.0,107589,Healthy
Compressor,108.62,17.53,1.97,25682,Healthy
Compressor,112.05,22.37,3.99,91991,Warning
Turbine,185.84,60.31,2.29,39823,Healthy
Compressor,61.45,50.16,4.79,132379,Critical
Pipeline,138.64,13.78,0.0,100989,Healthy
Compressor,124.1,21.77,3.25,42366,Healthy
Storage Tank,43.69,0.07,0.0,41736,Healthy
Boiler,172.98,30.26,0.0,75361,Healthy
Heat Exchanger,260.16,32.04,0.0,202669,Failure
Furnace,620.77,1.48,0.0,97997,Healthy
Reactor,252.55,49.88,0.0,36976,Healthy
Storage Tank,40.88,1.76,0.0,18861,Healthy
Boiler,203.48,93.52,0.0,142384,Warning
Generator,79.68,0.0,1.84,139095,Warning
Reactor,255.68,30.08,0.0,73146,Healthy
Compressor,123.85,45.56,3.4,88702,Warning
Furnace,958.15,10.97,0.0,279702,Failure
Heat Exchanger,204.18,13.02,0.0,106594,Warning
Boiler,342.02,105.83,0.0,221040,Critical
Reactor,430.12,70.08,0.0,181211,Critical
Furnace,887.88,9.37,0.0,233836,Critical
Turbine,306.38,50.88,1.91,30491,Healthy
Instrumentation,26.74,17.74,0.0,20268,Healthy
Turbine,223.69,38.75,2.7,58136,Healthy
Reactor,252.76,45.67,0.0,27546,Healthy
Instrumentation,111.24,37.81,0.0,84754,Critical
Cooling System,34.24,2.07,0.52,35735,Healthy
Boiler,373.0,128.84,0.0,300126,Failure
Boiler,260.23,79.45,0.0,88291,Healthy
Turbine,276.08,21.99,2.55,84276,Healthy
Instrumentation,45.3,31.57,0.0,52189,Warning
Pump,41.76,22.65,4.1,129415,Critical
Furnace,868.62,9.94,0.0,212625,Critical
Heat Exchanger,118.33,17.06,0.0,52968,Healthy
Cooling System,43.8,3.39,0.57,25344,Healthy
Heat Exchanger,87.99,19.41,0.0,28583,Healthy
Distillation Column,378.93,8.72,0.0,257296,Failure
Cooling System,30.89,5.42,1.0,40674,Healthy
Motor,81.17,0.0,1.33,71374,Warning
Generator,57.31,0.0,1.21,57903,Healthy
Storage Tank,57.67,1.17,0.0,21176,Healthy
Instrumentation,105.39,25.44,0.0,58334,Warning
Pump,63.99,10.17,3.49,113420,Warning
Cooling System,51.78,5.06,1.21,86846,Warning
Distillation Column,342.81,7.46,0.0,208024,Critical
Turbine,240.11,46.21,2.49,70288,Healthy
Cooling System,39.82,4.02,1.41,58659,Healthy
Pump,59.88,5.86,1.55,14555,Healthy
Cooling System,39.53,2.91,1.23,45240,Healthy
Valve,216.09,10.15,0.0,119856,Warning
Heat Exchanger,127.0,5.58,0.0,87498,Healthy
Cooling System,38.25,4.59,0.72,53448,Healthy
Instrumentation,113.7,36.5,0.0,73701,Critical
Distillation Column,304.53,2.41,0.0,121657,Warning
Turbine,316.74,69.44,0.97,51404,Healthy
Storage Tank,53.47,0.64,0.0,107368,Healthy
Furnace,422.84,3.67,0.0,16251,Healthy
Turbine,311.1,28.83,2.83,55981,Healthy
Turbine,403.37,73.91,2.1,88954,Warning
Cooling System,39.88,4.04,1.32,62191,Healthy
Boiler,246.02,42.87,0.0,96826,Healthy
Pump,58.36,12.23,1.83,53623,Healthy
Generator,37.71,0.0,1.68,41912,Healthy
Cooling System,36.7,5.07,0.76,46961,Healthy
Turbine,383.94,31.82,1.7,114964,Warning
Pipeline,94.23,53.35,0.0,126357,Warning
Pump,50.18,20.98,3.69,157270,Critical
Instrumentation,105.22,7.04,0.0,50343,Warning
Generator,56.61,0.0,0.75,76745,Healthy
Reactor,267.37,21.19,0.0,24465,Healthy
Cooling System,42.62,7.79,0.81,89796,Warning
Heat Exchanger,242.88,26.67,0.0,180146,Critical
Reactor,225.11,34.41,0.0,84950,Healthy
Boiler,235.38,54.86,0.0,102819,Healthy
Generator,116.26,0.0,2.57,216845,Failure
Reactor,210.07,21.01,0.0,25119,Healthy
Pump,100.38,8.53,1.74,102568,Warning
Reactor,424.1,70.1,0.0,213322,Critical
Pump,85.47,16.07,2.02,27353,Healthy
Storage Tank,73.01,2.25,0.0,166541,Warning
Distillation Column,317.64,2.72,0.0,116519,Warning
Pump,89.08,14.89,0.73,39126,Healthy
Furnace,562.42,1.74,0.0,90415,Healthy
Pump,88.37,15.29,0.9,32674,Healthy
Pipeline,170.56,56.45,0.0,216231,Critical
Reactor,304.98,64.77,0.0,139235,Warning
Furnace,360.38,7.61,0.0,154287,Warning
Furnace,457.25,2.98,0.0,69379,Healthy
Generator,69.52,0.0,0.63,67581,Healthy
Compressor,100.09,18.6,2.18,20977,Healthy
Valve,35.86,31.43,0.0,87177,Healthy
Generator,50.01,0.0,0.85,62049,Healthy
Compressor,95.66,28.03,1.98,41162,Healthy
Instrumentation,81.35,1.91,0.0,19824,Healthy
Reactor,309.44,48.33,0.0,79620,Healthy
Motor,90.0,0.0,2.6,95943,Critical
Cooling System,42.06,5.26,1.2,58419,Healthy
Generator,113.89,0.0,2.69,204526,Failure
Valve,34.4,44.18,0.0,128401,Warning
Compressor,130.07,41.26,2.2,55933,Healthy
Reactor,275.8,32.12,0.0,66900,Healthy
Cooling System,59.58,8.47,1.44,117195,Critical
Pump,46.42,19.51,2.75,75671,Warning
Motor,79.24,0.0,1.93,65457,Warning
Storage Tank,55.46,4.0,0.0,220076,Warning
Motor,72.23,0.0,1.26,44663,Healthy
Boiler,181.76,55.62,0.0,21523,Healthy
Furnace,640.22,4.52,0.0,56427,Healthy
Furnace,888.42,8.26,0.0,185073,Critical
Motor,76.67,0.0,0.84,63227,Warning
Pipeline,66.68,52.85,0.0,134498,Warning
Cooling System,24.84,5.12,1.75,94230,Warning
Motor,46.2,0.0,2.0,44500,Healthy
Boiler,338.57,106.83,0.0,207814,Critical
Generator,50.28,0.0,1.26,78331,Healthy
Generator,84.75,0.0,1.47,16148,Healthy
Instrumentation,65.62,34.48,0.0,65085,Warning
Pump,69.33,10.54,0.96,31545,Healthy
Heat Exchanger,224.21,29.36,0.0,145060,Critical
Cooling System,21.38,6.78,0.62,43589,Healthy
Pump,45.44,6.32,1.21,68992,Healthy
Valve,29.94,26.79,0.0,26517,Healthy
Instrumentation,53.75,18.86,0.0,24590,Healthy
Boiler,192.26,94.1,0.0,134981,Warning
Instrumentation,111.24,38.19,0.0,75336,Critical
Reactor,302.25,49.35,0.0,85068,Healthy
Storage Tank,66.42,1.5,0.0,35617,Healthy
Turbine,304.1,76.37,1.08,41303,Healthy
Pipeline,109.01,38.41,0.0,65807,Healthy
Valve,94.88,34.16,0.0,66743,Healthy
Compressor,110.1,45.67,1.68,70933,Warning
Heat Exchanger,166.53,7.68,0.0,69393,Healthy
Valve,169.11,31.91,0.0,78926,Healthy
Furnace,654.75,2.52,0.0,48933,Healthy
Boiler,379.36,121.86,0.0,276668,Failure
Pipeline,72.8,53.38,0.0,123890,Warning
Compressor,86.04,33.88,1.25,49060,Healthy
Cooling System,24.18,2.15,1.41,65067,Healthy
Generator,100.48,0.0,2.15,165893,Critical
Reactor,269.9,47.41,0.0,48511,Healthy
Boiler,216.65,94.55,0.0,129916,Warning
Reactor,476.14,78.75,0.0,301948,Failure
Valve,123.57,11.98,0.0,65568,Healthy
Motor,60.99,0.0,1.98,32013,Healthy
Reactor,209.87,29.62,0.0,67393,Healthy
Turbine,238.64,69.08,2.3,20609,Healthy
Motor,55.83,0.0,1.19,18100,Healthy
Cooling System,22.1,4.16,1.18,26595,Healthy
Reactor,236.77,26.07,0.0,41864,Healthy
Generator,60.23,0.0,0.98,61439,Healthy
Motor,94.8,0.0,3.0,96518,Critical
Motor,88.94,0.0,2.7,117376,Critical
Compressor,89.37,27.64,1.48,57369,Healthy
Pipeline,65.58,22.43,0.0,35454,Healthy
Boiler,261.84,39.91,0.0,53993,Healthy
Heat Exchanger,126.39,3.29,0.0,51555,Healthy
Valve,176.36,11.18,0.0,16163,Healthy
Reactor,436.3,71.3,0.0,190954,Critical
Valve,102.47,21.68,0.0,67373,Healthy
Pump,113.74,10.55,4.23,117383,Critical
Reactor,412.04,30.71,0.0,140835,Warning
Generator,78.32,0.0,1.17,80463,Healthy
Heat Exchanger,218.72,7.6,0.0,88387,Warning
Storage Tank,22.47,2.89,0.0,136454,Healthy
Valve,59.94,11.17,0.0,37749,Healthy
Motor,54.68,0.0,1.21,7714,Healthy
Motor,63.78,0.0,1.54,22683,Healthy
Heat Exchanger,215.0,11.0,0.0,102224,Warning
Generator,38.23,0.0,0.61,40535,Healthy
Reactor,277.16,58.0,0.0,43410,Healthy
Cooling System,63.32,10.81,2.17,173430,Failure
Cooling System,18.36,6.78,1.12,9451,Healthy
Valve,252.49,50.73,0.0,229492,Failure
Reactor,227.64,30.43,0.0,22796,Healthy
Heat Exchanger,258.26,32.51,0.0,217815,Failure
Boiler,172.52,82.97,0.0,46446,Healthy
Compressor,80.48,40.36,3.17,57874,Healthy
Boiler,329.31,105.26,0.0,172222,Critical
Storage Tank,29.33,2.31,0.0,89146,Healthy
Pump,67.23,18.96,1.9,73717,Warning
Reactor,431.19,76.87,0.0,224949,Critical
Reactor,434.76,75.83,0.0,223681,Critical
Turbine,427.93,94.87,1.22,173822,Critical
Motor,101.6,0.0,3.2,145997,Failure
Turbine,477.14,105.41,4.39,214488,Failure
Instrumentation,129.73,42.75,0.0,109723,Failure
Furnace,561.22,7.36,0.0,123451,Warning
Generator,44.83,0.0,1.55,80551,Healthy
Storage Tank,65.04,2.98,0.0,119194,Healthy
Compressor,55.62,21.29,3.87,90140,Warning
Valve,81.34,19.5,0.0,35191,Healthy
Heat Exchanger,83.28,5.17,0.0,52927,Healthy
Motor,47.34,0.0,1.72,14838,Healthy
Distillation Column,290.84,2.95,0.0,154628,Warning
Boiler,189.65,59.84,0.0,37905,Healthy
Boiler,358.44,125.36,0.0,293954,Failure
Furnace,806.94,2.81,0.0,110537,Warning
Distillation Column,232.62,3.59,0.0,100751,Healthy
Instrumentation,66.83,28.78,0.0,33950,Healthy
Storage Tank,26.89,2.22,0.0,97763,Healthy
Distillation Column,159.73,2.81,0.0,55237,Healthy
Distillation Column,228.11,4.38,0.0,75931,Healthy
Distillation Column,137.49,2.5,0.0,58207,Healthy
Compressor,107.26,24.08,1.78,8462,Healthy
Storage Tank,80.37,4.65,0.0,295274,Critical
Storage Tank,24.06,1.46,0.0,90724,Healthy
Valve,212.1,19.8,0.0,126245,Warning
Valve,251.95,50.77,0.0,234509,Failure
Storage Tank,82.6,4.55,0.0,243941,Critical
Turbine,283.85,23.79,1.68,58342,Healthy
Motor,37.64,0.0,1.43,46308,Healthy
Instrumentation,39.13,34.82,0.0,42756,Warning
Valve,141.65,15.04,0.0,79144,Healthy
Motor,58.88,0.0,2.01,16179,Healthy
Pipeline,179.55,64.63,0.0,341601,Failure
Instrumentation,100.7,19.02,0.0,51917,Warning
Reactor,428.92,77.0,0.0,216024,Critical
Motor,97.61,0.0,3.15,142795,Failure
Generator,35.33,0.0,1.32,68589,Healthy
Heat Exchanger,105.15,5.09,0.0,75272,Healthy
Compressor,103.28,18.71,2.66,11424,Healthy
Compressor,173.65,56.07,2.9,124259,Critical
Instrumentation,25.45,25.93,0.0,37307,Healthy
Boiler,198.42,80.47,0.0,78233,Healthy
Cooling System,33.45,3.94,0.69,30638,Healthy
Cooling System,55.64,8.27,0.71,124150,Critical
Furnace,443.69,4.04,0.0,58895,Healthy
Compressor,51.94,21.75,1.61,59718,Healthy
Generator,54.83,0.0,1.21,45220,Healthy
Boiler,231.71,28.33,0.0,80138,Healthy
Instrumentation,7.28,17.11,0.0,24806,Healthy
Heat Exchanger,257.29,32.8,0.0,199250,Failure
Valve,171.62,11.66,0.0,26899,Healthy
Storage Tank,82.49,4.1,0.0,280477,Critical
Furnace,384.46,1.18,0.0,39513,Healthy
Heat Exchanger,162.91,13.97,0.0,53636,Healthy
Motor,42.02,0.0,0.81,34140,Healthy
Storage Tank,34.0,2.25,0.0,41937,Healthy
Valve,262.57,51.03,0.0,223385,Failure
Boiler,225.35,66.82,0.0,63397,Healthy
Motor,71.76,0.0,0.61,38822,Healthy
Cooling System,25.39,7.32,1.01,92193,Warning
Distillation Column,352.28,8.33,0.0,251754,Failure
Pump,83.39,6.27,2.11,8957,Healthy
Instrumentation,114.5,37.28,0.0,87316,Critical
Cooling System,42.58,3.48,1.64,113699,Warning
Cooling System,55.66,3.0,1.93,135245,Critical
Distillation Column,156.85,5.41,0.0,27063,Healthy
Cooling System,25.37,2.14,1.2,39607,Healthy
Generator,48.25,0.0,1.39,78225,Healthy
Motor,64.02,0.0,0.67,20893,Healthy
Storage Tank,77.64,2.96,0.0,222481,Warning
Compressor,87.07,20.18,3.19,31790,Healthy
Heat Exchanger,224.69,27.19,0.0,148479,Critical
Valve,79.77,23.6,0.0,56770,Healthy
Compressor,150.7,21.49,3.34,98670,Warning
Storage Tank,58.74,3.13,0.0,93354,Healthy
Reactor,204.84,68.51,0.0,166482,Warning
Generator,66.05,0.0,1.19,75627,Healthy
Heat Exchanger,165.24,16.69,0.0,64272,Healthy
Turbine,189.22,26.98,2.44,31010,Healthy
Heat Exchanger,211.5,12.26,0.0,109057,Warning
Cooling System,20.91,7.68,0.89,96188,Warning
Generator,107.67,0.0,2.01,170297,Critical
Boiler,265.01,56.1,0.0,47236,Healthy
Furnace,363.92,1.79,0.0,98881,Healthy
Generator,92.63,0.0,1.21,113673,Warning
Reactor,290.33,56.49,0.0,22227,Healthy
Heat Exchanger,209.25,16.0,0.0,103846,Warning
Distillation Column,195.25,5.22,0.0,25814,Healthy
Compressor,159.83,41.72,2.49,73886,Warning
Turbine,154.22,50.48,2.27,86385,Healthy
Storage Tank,21.12,3.04,0.0,58342,Healthy
Pipeline,24.86,50.37,0.0,188407,Warning
Pipeline,46.19,30.22,0.0,93914,Healthy
Storage Tank,84.27,4.97,0.0,303803,Critical
Pump,55.64,12.71,1.75,24621,Healthy
Reactor,328.49,30.97,0.0,101672,Healthy
Reactor,230.98,64.53,0.0,105202,Warning
Generator,69.42,0.0,1.08,55034,Healthy
Heat Exchanger,166.02,18.61,0.0,37799,Healthy
Turbine,188.98,86.36,2.3,115353,Warning
Pump,67.74,12.69,1.84,33097,Healthy
Compressor,64.64,40.5,3.27,57159,Healthy
Heat Exchanger,226.55,27.25,0.0,174271,Critical
Pump,41.95,19.39,0.53,110322,Warning
Pump,72.23,15.45,2.85,28292,Healthy
Boiler,257.63,29.64,0.0,70876,Healthy
Furnace,824.7,2.39,0.0,125105,Warning
Generator,118.31,0.0,2.63,211348,Failure
Boiler,332.67,117.23,0.0,207180,Critical
Boiler,336.59,105.69,0.0,225469,Critical
Cooling System,64.41,10.5,2.17,176032,Failure
Pump,80.7,9.88,2.77,47740,Healthy
Heat Exchanger,123.84,19.33,0.0,41488,Healthy
Compressor,102.68,41.33,2.44,57652,Healthy
Pipeline,43.85,26.93,0.0,105549,Healthy
Instrumentation,105.81,16.08,0.0,43755,Warning
Pump,84.01,6.94,1.12,46133,Healthy
Heat Exchanger,150.83,16.28,0.0,60914,Healthy
Pump,78.12,13.45,1.63,15632,Healthy
Valve,243.0,46.5,0.0,143424,Critical
Heat Exchanger,235.79,27.93,0.0,175573,Critical
Distillation Column,310.97,1.56,0.0,119896,Warning
Distillation Column,328.7,7.39,0.0,186415,Critical
Storage Tank,50.95,1.4,0.0,52145,Healthy
Reactor,405.7,34.68,0.0,110786,Warning
Pipeline,137.07,28.31,0.0,103111,Healthy
Distillation Column,267.12,3.32,0.0,75471,Healthy
Motor,49.19,0.0,0.93,43716,Healthy
Heat Exchanger,96.89,17.36,0.0,13865,Healthy
Compressor,63.14,57.2,4.43,133706,Critical
Turbine,328.66,59.16,0.93,34148,Healthy
Instrumentation,25.69,8.47,0.0,22695,Healthy
Furnace,694.76,2.91,0.0,23097,Healthy
Pump,81.9,10.94,0.63,38275,Healthy
Generator,59.36,0.0,1.86,102360,Warning
Pump,84.29,18.48,2.32,111507,Warning
Compressor,63.89,21.79,3.78,67367,Warning
Valve,150.95,17.21,0.0,85438,Healthy
Reactor,483.59,78.53,0.0,294818,Failure
Boiler,205.96,90.1,0.0,168537,Warning
Boiler,290.89,24.85,0.0,130158,Warning
Reactor,396.38,48.68,0.0,135113,Warning
Turbine,174.11,74.96,1.82,44625,Healthy
Pump,70.77,6.57,1.16,64005,Healthy
Boiler,240.54,20.34,0.0,72251,Healthy
Instrumentation,16.6,26.2,0.0,19961,Healthy
Valve,37.47,20.93,0.0,25429,Healthy
Cooling System,57.17,6.54,1.82,116231,Critical
Boiler,218.94,70.93,0.0,37728,Healthy
Storage Tank,86.44,4.94,0.0,301192,Critical
Generator,106.97,0.0,2.49,156239,Critical
Compressor,85.02,39.08,2.46,30854,Healthy
Valve,108.9,22.02,0.0,24255,Healthy
Motor,50.6,0.0,1.93,42362,Healthy
Boiler,183.85,80.34,0.0,90446,Healthy
Valve,100.22,41.14,0.0,128661,Warning
Compressor,128.32,34.47,1.68,10483,Healthy
Cooling System,43.95,9.93,1.85,129771,Critical
Valve,220.52,49.33,0.0,177421,Critical
Boiler,154.26,99.67,0.0,117443,Warning
Heat Exchanger,252.09,32.89,0.0,201177,Failure
Boiler,212.76,45.69,0.0,19840,Healthy
Boiler,301.62,59.26,0.0,166472,Warning
Compressor,168.52,23.47,4.6,110998,Critical
Valve,211.25,10.22,0.0,117169,Warning
Generator,79.32,0.0,0.58,28063,Healthy
Reactor,423.33,77.87,0.0,208082,Critical
Furnace,554.17,7.3,0.0,134410,Warning
Reactor,416.35,50.49,0.0,153603,Warning
Boiler,171.49,99.16,0.0,133328,Warning
Furnace,851.12,9.89,0.0,223630,Critical
Boiler,176.27,66.16,0.0,81382,Healthy
Heat Exchanger,204.77,18.05,0.0,96083,Warning
Generator,59.56,0.0,0.53,39301,Healthy
Boiler,340.11,103.71,0.0,219598,Critical
Pump,78.48,14.81,1.26,66304,Healthy
Distillation Column,227.41,4.24,0.0,50221,Healthy
Distillation Column,247.34,6.56,0.0,121777,Warning
Valve,242.63,45.98,0.0,156148,Critical
Cooling System,21.78,4.72,1.19,65902,Healthy
Turbine,317.85,65.07,2.03,40829,Healthy
Storage Tank,55.41,1.92,0.0,20493,Healthy
Generator,79.06,0.0,1.35,22537,Healthy
Pipeline,182.9,60.88,0.0,296791,Failure
Reactor,343.54,51.74,0.0,71343,Healthy
Instrumentation,91.93,31.81,0.0,49272,Warning
Pipeline,46.35,19.75,0.0,75092,Healthy
Cooling System,37.55,5.67,1.37,44550,Healthy
Storage Tank,47.24,1.34,0.0,61608,Healthy
Compressor,118.82,40.04,2.6,53134,Healthy
Compressor,65.58,20.59,2.91,23489,Healthy
Boiler,338.81,114.03,0.0,195835,Critical
Furnace,303.93,7.41,0.0,105636,Warning
Pipeline,91.6,16.41,0.0,86146,Healthy
Instrumentation,116.78,38.1,0.0,85186,Critical
Pipeline,166.81,56.13,0.0,249477,Critical
Instrumentation,82.33,28.78,0.0,14177,Healthy
Reactor,225.47,43.51,0.0,83037,Healthy
Distillation Column,174.95,2.67,0.0,21718,Healthy
Turbine,265.69,37.63,2.6,52225,Healthy
Reactor,182.5,53.72,0.0,72790,Healthy
Instrumentation,44.35,15.5,0.0,16846,Healthy
Turbine,173.72,82.24,0.51,100587,Warning
Pipeline,70.0,26.8,0.0,66530,Healthy
Valve,96.01,30.1,0.0,54694,Healthy
Instrumentation,113.48,38.17,0.0,93222,Critical
Turbine,263.85,49.11,2.63,80790,Healthy
Cooling System,20.89,3.23,0.8,58227,Healthy
Turbine,227.85,26.91,2.81,47429,Healthy
Motor,59.11,0.0,1.88,18584,Healthy
Furnace,372.87,2.47,0.0,101608,Healthy
Motor,58.43,0.0,1.04,37720,Healthy
Turbine,321.24,30.86,1.1,86079,Healthy
Boiler,219.21,70.99,0.0,65898,Healthy
Boiler,264.38,83.61,0.0,63249,Healthy
Pipeline,86.28,23.06,0.0,41337,Healthy
Cooling System,36.22,6.2,1.35,10283,Healthy
Instrumentation,107.08,13.12,0.0,66614,Warning
Pump,113.91,23.84,1.61,150405,Critical
Boiler,376.92,122.88,0.0,264731,Failure
Furnace,515.34,5.87,0.0,68864,Healthy
Turbine,300.33,43.81,2.47,46488,Healthy
Reactor,221.97,24.58,0.0,76627,Healthy
Distillation Column,144.18,3.73,0.0,16616,Healthy
Distillation Column,207.39,1.82,0.0,81013,Healthy
Reactor,440.96,76.47,0.0,221786,Critical
Storage Tank,77.71,0.87,0.0,144977,Warning
Pump,121.25,24.15,4.68,183734,Failure
Furnace,644.84,7.8,0.0,148808,Warning
Furnace,412.86,6.32,0.0,46691,Healthy
Distillation Column,142.36,5.94,0.0,63133,Healthy
Storage Tank,90.65,5.09,0.0,337967,Failure
Boiler,256.61,72.0,0.0,50220,Healthy
Instrumentation,14.56,23.24,0.0,5858,Healthy
Generator,97.03,0.0,1.56,105877,Warning
